name;energy;fat;carb;protein;alcohol;iron;salt;vitaminc
Minced Meat Skewer, Saarioinen;1144;18.8;11.7;14.4;0;1.3;1371.3;0.8
Minced Meat Stew With Vegetables;602;11.1;3.2;7.5;0;0.7;549.8;3.9
Mineral Water, Sweetened With Fructose;48;0;2.8;0;0;0.1;114.7;0
Mineral Water With Juice;67;0.1;3.8;0.1;0;0.1;8.3;0.2
Minestrone Soup;166;0.8;5.2;2.2;0;0.4;989.8;8.9
Miso Soup With Tofu;118;1.1;2.1;2.0;0;0.9;1058.5;1.4
Mixed Berry Jam;676;0.1;38.0;0.3;0;0.3;86.6;2.0
Mixed Flake Gruel, Milk, Salt;308;1.8;9.6;4.0;0;0.4;607.6;1.1
Mixed Flake Porridge, Milk, Salt;339;1.8;11.1;4.1;0;0.5;584.3;1.1
Mixed Flake Porridge, Water, Salt;211;0.5;8.8;1.7;0;0.6;351.9;0
Mixed Flake Porridge, Water, Salt;236;0.7;10.3;1.6;0;0.5;383.6;0
Mixed Flake Porridge, Water, Without Salt;212;0.5;8.9;1.7;0;0.6;4.3;0
Mixed Flake Porridge, Water, Without Salt;237;0.7;10.3;1.6;0;0.5;36.2;0
Mixed Fruit, Dried;932;0.8;43.9;3.5;0;1.7;23.9;5.0
Mixed Fruit Kissel, Mixed Fruit Soup;241;0.1;12.7;0.5;0;0.2;5.7;0.4
Mixed Fruit Kissel, Mixed Fruit Soup, Without Sugar;177;0.1;8.9;0.5;0;0.3;6.0;0.5
Mixed Vegetables, Boiled, Salt;116;0.2;2.9;2.2;0;0.7;1002.5;27.0
Mixed Vegetables, Boiled Without Salt;117;0.2;2.9;2.3;0;0.7;16.6;27.3
Mixed Vegetables, Carrot, Cauliflower, Pea, Bean;117;0.2;2.9;2.3;0;0.7;16.6;42.0
Mocca/Chocolate Milkshake, Low-Fat Milk, Ice Cream;259;2.6;6.0;3.3;0;0.2;105.7;1.1
Moussaka, Lamb Mince;393;4.8;7.6;4.3;0;0.6;391.6;10.3
Moussaka, Pork Beef Mince;415;5.4;7.6;4.3;0;0.5;388.6;10.3
Mozzarella Cheddar Sticks;1532;22.4;23.7;16.6;0;0.6;1703.2;0
Muesli, Cereal;1552;7.6;61.1;9.2;0;3.7;96.8;0.1
Muesli, Crunchy;1919;15.6;68.8;7.3;0;3.5;324.1;0.1
Muesli, Crunchy, Broad Bean Granola;1710;11.9;50.1;20.0;0;4.0;300.9;0.3
Muesli, Crunchy, With Fruit, Rainbow;1728;12.9;63.0;7.2;0;2.4;797.4;1.3
Muesli, Kellogg'S Extra Chocolate;2022;25.2;51.8;9.4;0;2.9;650.4;0
Muesli, No Added Sugar;1475;6.5;55.5;11.8;0;4.3;305.7;0.2
Muesli, Protein Muesli, No Added Sugar;1712;13.2;49.1;18.2;0;3.9;305.6;0.3
Muesli With Dried Berries, Elovena Plus;1497;7.7;57.7;9.0;0;2.4;694.4;1.0
Muesli With Dried Fruit;1344;2.6;61.8;7.9;0;3.9;767.4;1.6
Muesli With Dried Fruit And Nuts;1572;11.4;53.4;9.1;0;3.4;14.7;7.8
Muesli With Nuts;2160;34.6;29.1;15.2;0;5.7;16.3;0.5
Muksu Soy Drink;300;3.5;7.5;2.5;0;1.3;96.8;8.0
Mulled Wine, Non-Alcololic;208;0.1;12.0;0.1;0;0.1;4.2;9.2
Multigrain Bread, Bread Roll;1216;4.5;50.3;9.4;0;1.8;1251.9;0
Multigrain Bread, Buckwheat Bread;758;0.9;34.7;5.9;0;1.8;999.4;0
Multigrain Bread, Sweet-And-Sour Bread;1182;2.9;52.5;8.0;0;1.7;1013.3;0
Multigrain Porridge;197;1.3;6.6;1.6;0;0.6;481.6;0.1
Mushroom, Blanched;83;0.5;0.6;2.2;0;1.1;8.6;0.9
Mushroom, Boletus, Russula;134;0.5;2.9;3.0;0;2.7;7.1;5.0
Mushroom, Fried;430;7.8;3.5;3.6;0;3.3;1050.5;3.6
Mushroom, Milk Caps, Salted;98;0.5;2.3;1.6;0;2.7;2504.7;2.0
Mushroom And Potato Casserole, Milk, Eggs;351;3.5;9.3;2.9;0;1.3;903.9;3.8
Mushroom Barley Casserole;253;3.1;5.7;1.9;0;1.2;792.6;0.4
Mushroom-Barley Soup;309;5.4;4.4;1.4;0;1.0;803.6;2.1
Mushroom Gravy, Thickened;232;3.7;3.8;1.3;0;1.4;1290.8;1.2
Mushroom In Vinegar;160;0.5;5.3;1.6;0;2.6;2504.7;1.9
Mushroom Patty Without Meat;481;6.1;9.5;4.4;0;1.2;653.6;0.9
Mushroom Pie, Butter Dough;681;10.7;11.6;4.0;0;2.1;2201.7;1.5
Mushroom Stew, Low-Fat Milk, Cream;582;10.8;6.6;2.8;0;1.2;1078.8;1.5
Mushroom Stew With Cooking Cream;509;10.3;2.8;2.7;0;0.7;819.5;3.1
Muskmelon/Cantaloupe Melon, Without Skin;95;0.2;4.1;0.6;0;0.3;20.4;26.0
Muskmelon/Cantaloupe Melon, With Skin;47;0.1;2.0;0.3;0;0.1;10.2;13.0
Mussel Gravy. Low-Fat Milk;571;8.7;6.4;8.1;0;2.0;544.7;1.0
Mustard;550;6.0;14.1;4.4;0;2.3;2955.7;0
Mutton Chop, Breaded;1375;24.2;10.8;17.1;0;1.9;935.4;0.1
Nettle, Leaf, Dried;856;2.9;9.4;20.0;0;6.7;125.0;24.0
Nettle, Stinging Nettle;180;0.2;0.8;6.2;0;3.5;3.1;64.4
Nettle Soup, Milk;240;1.5;5.9;4.2;0;0.7;475.5;9.0
Nettle Stew, Low-Fat Milk;361;4.1;6.5;4.6;0;1.3;1274.0;15.8
Noodle, Boiled, Salt;555;1.2;25.1;4.2;0;1.6;936.8;0
Noodle, Boiled, Salt And Oil;567;1.6;25.0;4.2;0;1.6;933.3;0
Noodle, Boiled, Without Salt;560;1.3;25.3;4.3;0;1.6;4.9;0
Noodle, Rice Noodle;1480;0.6;81.6;3.4;0;0.7;463.7;0
Noodle, Rice Noodle, Boiled Without Salt;565;0.2;31.2;1.3;0;0.3;179.9;0
Noodle, Wheat;1467;3.3;66.4;11.2;0;4.1;5.1;0
Noodle, Whole Wheat;1420;2.4;61.2;12.6;0;3.8;1088.3;0
Noodle, Whole Wheat, Boiled, Salt;537;0.9;23.1;4.8;0;1.4;1346.4;0
Noodle Soup, Vegetables;167;1.5;4.7;1.4;0;0.5;975.4;3.5
Noodle Soup With Tofu And Coconut Milk;475;7.6;7.5;3.2;0;2.2;447.1;4.7
Northern Milkcap;67;0.5;0.6;1.5;0;0.5;5.1;2.1
Northern Milkcap, Blanched;128;1.1;1.1;1.9;0;0.8;3.1;1.4
Northern Milkcap, Blanched, Added Salt 15 %;111;0.9;0.9;1.7;0;0.8;14793.7;1.2
Nut, Brazil Nut;2805;66.4;2.6;14.3;0;2.4;7.6;0.7
Nut, Cashew Nut;2403;46.4;18.8;20.0;0;6.0;25.5;0
Nut, Cashew Nut, Salt;2403;46.4;18.8;20.0;0;6.0;727.7;0
Nut, Cashew Nut Coated With Chocolate;2340;40.7;31.8;15.8;0;4.3;140.0;0
Nut, Cashew Nut Coated With Yoghurt;2365;42.3;28.2;17.9;0;3.4;583.5;1.3
Nut, Chili Nut;2032;29.6;38.2;14.7;0;1.9;2772.8;0
Nut, Hazelnut;2694;61.0;3.4;14.1;0;3.6;2.5;0
Nut, Macadamia Nut;3102;75.8;5.6;7.9;0;3.7;12.7;1.2
Nut, Peanut;2307;43.0;12.5;25.6;0;2.9;2.5;0
Nut Mix, Salted;2612;57.0;8.6;16.8;0;3.5;992.5;0.7
Nut Mix, Without Salt;2655;58.8;7.6;16.5;0;3.5;7.3;0.8
Nut Mix, Without Salt, Roasted;2655;58.8;7.6;16.5;0;3.5;7.3;0.6
Nut Patty, Potato, Rice;651;7.7;17.0;3.0;0;0.9;1098.5;0.6
Oat, Coarse-Ground Oat, Kaurakuitunen;1075;3.3;16.1;7.2;0;3.6;440.8;0
Oat And Chocolate Biscuit, Industrial;1998;23.9;56.1;7.5;0;2.2;1172.4;0
Oat And Rye Porridge, Water, Salt;178;0.6;7.0;1.5;0;0.5;479.8;0
Oat And Vanillla Biscuit, Jyväshyvä, Lu;2020;21.9;64.4;5.7;0;1.0;536.2;0.3
Oat Biscuit Gluten-Free, Home-Made;1651;14.9;58.7;3.9;0;0.9;1097.7;0.3
Oat Biscuit With Egg, Industrial, Lidl;1993;22.6;61.4;5.3;0;1.3;447.2;0
Oat Bran;1575;7.3;52.2;16.2;0;8.0;2.5;0
Oat Drink Without Milk;171;0.7;7.2;1.0;0;0.3;127.4;0
Oat Gruel, Oat Flakes, Milk, Salt;324;2.1;9.7;4.2;0;0.4;606.8;1.1
Oat Gruel, Oat Flakes, Water, Salt;130;0.6;4.9;1.1;0;0.4;503.3;0
Oat Macaroni, Boiled, Added Oil;464;1.6;19.2;3.8;0;0.9;2.5;0
Oat Macaroni, Boiled, No Added Salt;453;1.1;19.5;3.9;0;0.9;2.5;0
Oat Macaroni, Boiled With Added Salt;446;1.1;19.2;3.8;0;0.9;495.6;0
Oat Macaroni, Contains Wheat And Oats;1511;3.7;65.1;13.0;0;2.9;2.5;0
Oatmeal Sandwich Cookie With Creme Filling;2125;29.3;54.0;5.9;0;1.2;560.1;0.1
Oat Porridge, Oat Flakes;241;1.1;9.1;2.0;0;0.7;2.8;0
Oats, Rolled, Oat Flakes;1599;7.2;60.0;13.6;0;4.7;2.5;0
Oat Spread, 20 % Fat, Oatly Påmackan;977;20.1;10.0;3.5;0;0.6;693.1;0
Omelette, Bacon And Potato Omelette, Saarioinen;573;9.1;4.9;8.7;0;1.1;911.9;4.1
Omelette, Cheese Omelette;937;17.8;0.2;16.2;0;1.4;1100.1;0.1
Omelette, Sausage Omelette;833;15.0;2.7;12.0;0;1.4;1496.1;0.1
Omelette, Spinach Omelette;524;9.6;0.3;9.4;0;1.8;1581.7;12.3
Omelette Roll, Vegetable And Mushroom Filling;533;6.4;10.7;5.8;0;0.5;515.4;2.5
Onion;123;0.1;4.8;1.2;0;0.5;9.4;10.2
Onion, Boiled Without Salt;146;0.1;5.7;1.5;0;0.6;11.2;7.9
Onion, Dried;1104;0.7;35.1;10.5;0;3.3;170.5;40.0
Onion, Fried;424;8.2;4.9;1.3;0;0.5;61.1;6.2
Onion, Red Onion;141;0.1;5.4;1.5;0;0.5;9.4;5.3
Onion Cooked In Vegetable Bouillon And Syrup;337;4.9;6.8;1.3;0;0.6;313.8;6.5
Onion Pie, Shortcrust Pastry;998;16.7;14.9;6.5;0;0.6;698.5;2.8
Onion Ring, Breaded, Deep-Fried;1009;12.9;26.1;4.1;0;0.6;1120.8;3.5
Onion Soup;183;3.0;3.0;0.9;0;0.2;1209.0;2.9
Onion Soup, French, Gratinated With Bread And Cheese;440;6.4;7.3;4.2;0;0.4;1257.2;2.1
Onion Stuffed With Rice And Pork Beef Mince;509;6.3;10.7;5.0;0;0.6;714.4;3.8
Orange Campari, Cocktail;360;0.1;10.5;0.4;5.7;0.3;9.9;23.0
Orange Chicken;710;5.3;11.3;18.2;0;0.8;1050.1;2.2
Orange Juice, Unsweetened, 60 Mg Vitamin C;193;0.1;10.0;0.6;0;0.1;9.7;60.0
Orange Juice, Unsweetened, Added Calcium;193;0.1;10.0;0.6;0;0.1;9.7;36.0
Orange Juice, Unsweetened, Vitamin C;193;0.1;10.0;0.6;0;0.1;9.7;36.0
Orange Kissel, Orange Soup;211;0.1;11.7;0.2;0;0.1;3.9;9.8
Orange Marmalade;806;0.1;46.6;0.2;0;0.2;1.6;5.0
Orange Rice Dessert;456;5.4;13.0;1.1;0;0.2;14.7;28.6
Orange Without Skin;191;0.1;8.9;0.6;0;0.2;4.1;51.0
Oregano, Dried;1278;10.3;21.6;11.0;0;44.0;38.2;50.0
Oven-Baked Apple Pancake, Low-Fat Milk;396;2.4;13.6;3.7;0;0.3;170.5;3.4
Oven-Baked Beef Steak Mince Pancake;716;8.8;11.1;11.4;0;1.3;610.7;10.7
Oven-Baked Mushroom Pancake;541;3.6;17.2;6.3;0;0.9;874.4;1.7
Oven-Baked Pancake, Whole Milk;687;5.5;21.4;6.6;0;0.5;571.1;0.7
Oven-Baked Pork Fat Pancake;811;10.7;15.4;8.6;0;0.5;901.2;0.7
Oyster Mushroom;110;0.3;2.6;2.0;0;0.4;0;1.6
Paella With Chicken And Shellfish;423;2.4;12.2;7.1;0;1.2;909.9;10.2
Papadum, Thin Indian Crispbread;1362;16.5;28.2;14.7;0;4.7;7272.9;0
Papaya, Dried;1129;0.9;57.6;4.0;0;0.7;51.0;81.9
Papaya, Without Skin;164;0.3;7.8;0.5;0;0.2;20.4;60.9
Paprika Powder;1344;13.0;18.3;14.8;0;0;86.6;
Parfait, Strawberry Ice Cream, Home-Made;390;3.3;13.1;1.5;0;0.6;34.0;20.7
Parsley;114;0.2;1.1;1.4;0;2.9;86.6;200.0
Parsnip;267;0.6;10.3;1.1;0;0.4;3.6;15.2
Parsnip, Boiled Without Salt;272;0.6;10.5;1.1;0;0.4;3.6;10.1
Parsnip Apple Soup, Pureed, Cooking Cream (Veg. Fat);349;6.2;5.0;0.8;0;0.2;804.6;3.8
Parsnip Stew;328;2.8;9.5;1.7;0;0.3;551.7;7.2
Pasha, Pascha;1466;26.4;22.7;5.2;0;0.6;362.0;2.3
Passion Fruit;368;0.7;13.0;2.2;0;1.6;71.3;30.0
Pasta, Dark High Protein Pasta;1488;3.7;52.9;23.8;0;3.3;249.9;0
Pasta, Multigrain, Boiled, Salt;445;0.7;19.5;4.4;0;1.1;497.1;0
Pasta, Rich In Fiber;1472;1.7;71.5;8.4;0;1.9;55.5;0
Pasta, Spaghetti, Boiled, Salt;416;0.4;19.6;3.5;0;1.3;497.1;0
Pasta, Spaghetti, Macaroni;1411;1.4;66.4;12.0;0;4.4;7.6;0
Pasta, Spaghetti, Macaroni;1498;1.7;75.3;8.0;0;1.8;35.3;0
Pasta, Wheat Germ Pasta;1522;2.4;64.5;17.0;0;2.8;299.8;0
Pasta, Wholegrain Rice Flour;1515;2.9;71.3;7.9;0;3.6;15.3;0
Pasta Bolognese, Kokkikartano Snellman;594;7.1;11.6;6.8;0;1.0;1117.3;2.2
Pasta Carbonara, Bacon;942;14.2;14.5;9.9;0;0.9;1191.1;0.3
Pastille Sweetened With Xylitol, Added Vitamin C;974;0.8;8.0;1.1;0;2.4;0;365.6
Pastry With Potato And Cocoa;1393;15.0;44.0;4.7;0;1.1;305.4;0.3
Pea, Green;315;0.8;9.5;5.6;0;2.0;5.1;20.0
Pea, Green, Dried;1025;1.6;27.2;19.4;0;4.8;2.5;0
Pea, Green, Frozen;306;0.9;9.4;5.1;0;2.0;17.8;20.0
Peach, Canned, In Syrup;278;0.1;15.2;0.3;0;0.3;3.8;3.0
Peach, Dried;1173;1.0;52.9;5.8;0;3.5;34.9;4.8
Peach/Nectarine, Without Skin And Stone;184;0.2;7.8;1.1;0;0.5;2.5;6.6
Peanut Butter With Added Salt And Sugar;2440;48.8;11.3;22.5;0;2.6;791.1;0
Peanut Butter Without Added Salt;2307;43.0;12.5;25.6;0;2.9;2.5;0
Pear, Without Skin;181;0.1;8.0;0.3;0;0.2;3.5;6.0
Pear, With Skin;159;0.1;7.0;0.3;0;0.2;3.0;5.3
Pear Juice, Unsweetened;150;0.1;8.0;0.3;0;0.2;3.5;6.0
Peas, Boiled Without Salt;357;0.9;10.8;6.4;0;2.3;5.8;14.8
Pea Shoot;92;0.4;0.4;3.3;0;5.5;22.9;1.4
Pea Soup, Canned, Diluted, With Pork;341;3.0;6.6;4.4;0;1.3;568.3;0
Pea Soup, Pureed, With White Wine;229;2.1;4.7;2.5;0.3;0.8;670.6;5.2
Peasoup With Beef Steak Mince;334;2.1;5.3;7.9;0;1.6;448.5;0
Peasoup With Medium Fat Beef;343;2.2;5.5;7.8;0;1.5;666.2;0
Pea Soup With Pork;339;2.5;5.5;7.0;0;1.1;471.1;0
Peasoup With Pork Beef Mince;389;4.1;5.3;6.8;0;1.1;576.0;0
Pea Stew, Dried Peas;325;2.1;7.2;4.8;0;1.2;483.4;0.1
Pea Stew, Milk And Fresh Peas;436;2.8;12.2;5.8;0;1.7;525.5;10.9
Pepper, Black Pepper;1171;3.3;38.3;10.9;0;28.9;112.1;21.0
Pepper, White Pepper;1185;2.1;42.4;10.4;0;0;12.7;
Perch, Baked In Foil With Butter;496;4.1;0.6;19.5;0;0.4;1191.9;1.7
Perch, Breaded, Fried;660;6.5;4.7;19.9;0;0.4;783.5;0.1
Perch, Fried;600;6.8;0.1;20.5;0;0.3;835.9;0.1
Perch, Fried In Butter;595;7.3;0.1;19.1;0;0.3;1235.3;0
Perch Loaf, Fish In Rye Crust;918;8.5;22.1;12.0;0;0.9;1542.9;0.1
Pesto Sauce, Herb Sauce;1976;48.5;1.4;8.0;0;2.1;635.4;24.0
Pickled Cucumber, Sweet, Flavoured;83;0.1;3.0;0.7;0;0.5;2318.7;8.0
Pickled Onion;200;0.1;9.5;1.2;0;0.5;1487.9;9.5
Pike, Breaded, Fried;732;7.1;8.3;19.1;0;0.5;661.7;0.1
Pike, Fried In Butter;619;7.4;0.1;20.3;0;0.3;1240.8;0
Pike À La Homburg;721;9.3;3.3;18.0;0;0.5;684.0;0.2
Pilaf Rice, Spicy, Boiled In Meat Bouillon;861;6.8;32.2;3.4;0;0.5;1163.3;0.1
Pineapple, Canned, In Own Juice;220;0.1;11.2;0.4;0;1.0;12.7;7.5
Pineapple, Canned, In Syrup;308;0.1;16.6;0.5;0;0.3;5.3;9.0
Pineapple, Dried;1288;0.6;67.9;2.8;0;1.5;12.7;48.8
Pineapple, Without Skin;233;0.4;11.2;0.5;0;0.2;10.2;30.6
Pineapple, With Skin;123;0.2;5.9;0.3;0;0.1;5.4;16.2
Pineapple Juice, Unsweetened, Vitamin C;248;0.1;13.4;0.5;0;0.3;10.4;30.0
Pineapple Salsa;209;0.4;9.7;0.7;0;0.3;174.8;48.0
Pine Bolete, Frozen;118;0.3;3.3;2.1;0;0.1;1.5;0.2
Pine Nut, Pine Kernel;2882;66.8;5.0;17.4;0;6.7;5.1;0.8
Pita Kebab, Kebab Roll;813;11.1;14.0;9.0;0;1.0;356.1;3.5
Pizza, Anchovy And Olive Pizza;975;11.2;20.5;11.6;0;0.7;2127.6;2.8
Pizza, Champignon Pizza;726;7.1;17.9;8.3;0;0.4;573.1;2.8
Pizza, Chicken And Avocado Pizza;815;9.4;15.9;10.1;0;0.6;525.9;3.4
Pizza, Ham And Pineapple Pizza;758;7.0;18.2;10.2;0;0.6;872.1;3.1
Pizza, Kebab Pizza, Onion, Pepperoni;862;9.5;16.7;12.6;0;0.9;722.4;3.1
Pizza, Salami Pizza;1112;14.8;19.2;13.4;0;0.9;1207.0;2.5
Pizza, Tuna Pizza;864;8.3;17.9;14.0;0;0.6;828.4;2.5
Plum Juice, Unsweetened;95;0.1;5.3;0.1;0;0.1;2.9;0.5
Plum Marmalade;824;0.2;46.1;0.6;0;0.3;6.5;4.0
Pomegranate, Without Skin;354;1.2;14.7;1.7;0;0.3;7.6;10.2
Popcorn;2075;28.1;47.2;9.0;0;1.5;1666.2;0
Popcorn, Cooking Oil;2074;30.0;43.0;9.0;0;1.2;2670.9;0
Popcorn, Microwave Popcorn;2034;27.0;47.2;9.0;0;1.2;1481.1;0
Poppy Seed;2281;45.9;4.0;21.1;0;10.8;66.2;1.0
Porcini;126;0.2;2.4;3.1;0;0.8;12.8;0.2
Porcini, Boiled;194;0.4;3.7;4.8;0;1.2;19.6;0.2
Pork And Beef, Canned;1054;18.8;5.0;16.1;0;2.0;1834.6;0
Pork And Potato Casserole, Low-Fat Milk;511;6.0;8.9;7.6;0;0.8;566.0;3.6
Pork Beef Mince, 10% Fat, Fried;848;12.1;0.1;23.6;0;2.5;968.6;0.1
Pork Beef Mince, Fried;1494;29.8;0.1;23.0;0;1.5;978.0;0.1
Pork Chop, Sour Cream, Oven-Baked;1859;43.7;2.3;11.8;0;0.8;757.0;0.1
Pork Chop, Without Lard, Grilled;1182;18.3;0.1;29.6;0;0.8;1189.5;0.1
Pork Fillet, Tenderloin, Fried;701;7.1;0.1;25.7;0;0.8;509.9;0.1
Pork Gravy, Pork Shoulder, No Added Fat;519;8.2;2.4;10.2;0;0.6;824.8;0.5
Pork Gravy, Vegetables, Cooking Cream;754;14.4;2.1;9.9;0;0.6;819.5;8.9
Pork Mince Gravy;590;10.2;2.1;10.4;0;0.6;598.2;0.5
Pork-Potato Puree, Home-Made Babyfood, Without Salt;386;3.0;6.2;9.4;0;0.6;72.6;2.6
Pork Ribs, Fried;2328;52.0;0.1;23.7;0;1.0;1240.9;0.1
Pork Roast, Fruity, Orange Juice, Apple;938;15.8;2.0;18.6;0;1.0;689.0;3.8
Pork Schnitzel, Breaded, Fried;978;11.1;11.6;21.4;0;0.7;976.0;0.1
Pork Stew, Cooking Cream;708;12.3;2.6;11.9;0;0.5;610.0;0.4
Pork-Vegetable Wok, Wok-Vegetables;978;17.9;5.2;12.6;0;1.1;658.4;25.0
Porridge Flake Mix With Fibre, Nalle;1490;9.2;43.2;13.8;0;6.9;17.4;0.1
Porridge With Fibre, Water, Salt, Nalle;200;1.2;5.8;1.9;0;0.9;359.1;0.1
Potato, Baked, Filled With Ham And Cream Cheese;385;3.3;11.1;3.5;0;0.6;392.8;7.2
Potato, Baked With Skin, No Filling;294;0.1;14.3;1.7;0;0.6;2.4;6.5
Potato-Carrot Puree, Home-Made Babyfood, Without Salt;168;0.1;7.9;0.9;0;0.4;21.3;3.9
Potato Cauliflower Curry;745;17.1;4.5;1.3;0;0.4;626.2;14.9
Potato Crisps, Potato Chips, Potato Snack;2181;33.0;47.6;5.3;0;1.8;1426.9;3.0
Potato Croquette, Deep-Fried;794;7.2;25.8;4.3;0;0.8;19.7;5.8
Potato Cutlet;623;6.6;18.6;2.4;0;0.9;513.5;9.4
Potatoes In Low-Fat Milk;474;8.2;7.8;1.9;0;0.3;853.4;2.9
Potatoflake;1427;0.6;73.2;6.4;0;1.9;73.9;31.0
Potato Gruel, Potato Pearls, Milk, Salt;306;3.0;8.3;3.1;0;0.1;633.0;1.1
Potato Pastie, Rye Crust;802;4.9;29.1;5.8;0;1.0;492.8;2.3
Potato Stew With Chick Peas;376;2.5;11.8;3.5;0;1.2;426.5;5.5
Potato Wedges, Oven-Baked;621;6.3;19.3;2.3;0;0.8;615.6;8.7
Potato With Cheese, Fried;743;9.8;15.2;6.2;0;0.7;525.9;6.3
Pot Loaf With Vendace;874;10.0;14.6;14.0;0;1.1;2054.6;0.1
Powan, Breaded, Fried;784;7.9;8.3;20.4;0;0.7;675.4;0.1
Powan, Fried;691;8.6;0.1;22.0;0;0.6;789.5;0.1
Powan, Fried In Butter;715;9.4;0.1;21.6;0;0.6;1255.7;0
Processed Cheese, 20-24% Fat;1246;24.0;2.5;18.6;0;0.3;2548.0;0
Processed Cheese, 27-35% Fat;1385;31.0;2.0;12.0;0;0.3;2548.0;0
Processed Cheese, 5% Fat, Low-Fat;581;5.0;0.3;23.0;0;0.3;2548.0;0
Pudding, Chocolate Mousse;1221;25.5;10.2;5.5;0;0.7;122.4;0.4
Pudding, Chocolate Pudding, Cream, Home-Made;906;13.7;17.7;5.4;0;0.6;111.8;0.6
Pudding, Chocolate Pudding With Whipped Cream;517;4.2;17.5;3.4;0;0.3;96.0;1.0
Pudding, Cocoa Pudding, 0.9% Fat, X-Tra;371;0.9;16.7;2.9;0;0.2;109.0;1.0
Pudding, Maize Pudding, Low-Fat Milk;726;7.7;20.2;5.5;0;0.6;161.9;0.7
Pudding, Milk Chocolate And Vanilla Pudding;497;4.0;17.1;3.1;0;0.2;615.9;0.9
Pudding, Panna Cotta;1119;16.3;27.4;2.9;0;0.1;78.5;0.8
Pudding, Protein Pudding;307;1.5;4.6;10.1;0;0.1;254.3;0.9
Pudding, Rice Pudding With Berries, Home-Made;446;2.5;15.6;4.8;0;0.5;317.9;2.5
Pudding, Soy Pudding;297;0.1;13.0;4.2;0;0.7;109.1;0
Pudding, Vanilla Pudding, Cream, Home-Made;892;13.5;17.9;5.1;0;0.4;110.9;0.6
Pudding With Vanilla Sauce And Berries, Industrial;262;1.6;9.5;1.2;0;0.3;328.9;15.8
Pulled Oats;840;4.4;8.1;30.0;0;6.0;1223.0;0.1
Pulled Oats Noodle Wok;515;4.7;11.7;7.2;0;1.9;989.9;28.9
Pulled Pork;455;6.5;6.2;5.9;0;0.7;693.0;3.7
Pumpkin;66;0.1;2.0;0.8;0;0.3;5.1;8.0
Pumpkin Seed;2470;48.0;2.9;35.1;0;10.3;45.9;1.9
Pumpkin Soup, Cooking Cream;166;2.6;2.1;1.0;0;0.2;657.2;4.5
Pumpkin Stew;314;3.4;7.8;2.6;0;0.2;454.5;3.6
Punch, 7% Volume;296;0.1;5.1;0.2;6.9;0.2;10.0;8.5
Puréed Carrot Soup;102;1.1;2.6;0.3;0;0.2;884.1;2.1
Puréed Carrot Soup, Milk;80;0.2;3.0;0.6;0;0.2;881.1;2.2
Puréed Carrot Soup, Saarioinen;209;2.8;4.9;0.6;0;0.2;727.4;2.1
Puréed Potato Leek Soup;153;1.1;5.3;0.8;0;0.3;899.0;3.9
Puréed Vegetable Soup, Milk-Based;124;0.5;4.5;1.0;0;0.3;442.2;5.2
Quark, 0.5% Fat;248;0.4;3.0;9.8;0;0.1;252.6;1.0
Quark, 0.5% Fat, Low-Lactose;245;0.4;3.1;9.8;0;0.1;252.6;1.0
Quark, Berry Quark, Dessert Quark, Cream, Home-Made;721;9.4;16.8;4.0;0;0.3;101.0;13.1
Quark, Flavoured, 4.5% Fat;501;4.5;13.2;6.2;0;0.1;91.2;2.2
Quark, Flavoured, 8.8% Fat, Mint Chocolate;723;8.8;15.4;7.2;0;0.3;185.5;0.8
Quark Pancake;771;6.9;19.5;10.2;0;0.7;238.6;0.5
Quark Pie, Basic Sweet Dough, Fat-Free Milk;1101;6.2;41.5;8.6;0;0.5;283.6;0.5
Quark Pie, Basic Sweet Dough, Low-Fat Milk;1108;6.4;41.5;8.6;0;0.6;282.6;0.5
Quark Pie, Shortbread Crust;1236;14.9;31.5;7.8;0;0.6;317.2;0.4
Quinoa;1454;6.1;57.2;11.9;0;4.6;12.7;
Quinoa Risotto, Mushroom Risotto, White Wine;686;8.1;14.3;6.0;0.4;1.4;533.8;0.5
Quinoa Risotto, Quinoa Tomato Risotto;693;8.7;14.7;5.6;0;1.7;794.5;3.0
Quorn, Fillet, Pieces, Mince;465;3.0;5.0;13.7;0;0.5;840.8;0
Quorn Bolognese;257;2.3;4.2;4.4;0;0.4;838.5;5.4
Rabbit, Grilled/Fried;1149;17.9;0.1;28.7;0;2.5;1036.3;1.5
Radicchio;93;0.2;3.2;1.4;0;0.4;15.3;3.7
Radish;51;0.1;1.5;0.7;0;0.2;35.7;15.1
Radish, White;104;0.1;4.8;0.5;0;0.4;53.5;13.7
Rainbow Trout, Breaded, Fried;1020;17.0;4.6;18.4;0;0.6;810.2;0.1
Rainbow Trout Soup, Cooking Cream;353;5.0;4.4;5.0;0;0.3;547.9;1.8
Raspberry;199;0.8;5.7;1.0;0;1.1;5.1;20.5
Raspberry Kissel, Raspberry Soup;224;0.2;11.8;0.2;0;0.3;3.6;3.0
Raspberry Puree, Sugar;349;0.7;15.1;0.9;0;1.0;4.6;12.0
Raspberry Sorbet, Home-Made;355;0.3;18.3;0.4;0;0.5;3.2;9.6
Ratatouille, Vegetable Stew;186;2.2;4.0;0.9;0;0.6;543.1;28.9
Ravioli With Spinach Filling, Boiled;887;6.2;28.8;9.0;0;0.8;948.6;4.9
Raw Porridge, Buckwheat, Yoghurt;487;6.5;8.3;5.6;0;0.9;95.3;0.9
